0,15
1,15
2,5
3,16
4,0
5,19
6,8
7,7
8,9
9,15
10,8
11,8
12,17
13,16
14,19
15,18
16,11
17,18
18,13
19,13
20,11
21,10
22,1
23,17
24,4
25,18
26,10
27,4
28,14
29,16
30,0
31,19
32,12
33,8
34,16
35,4
36,18
37,17
38,4
39,15
40,12
41,8
42,8
43,15
44,7
45,13
46,12
47,0
48,2
49,11
50,17
51,13
52,7
53,14
54,18
55,19
56,18
57,8
58,8
59,1
60,7
61,11
62,15
63,12
64,12
65,13
66,1
67,19
68,18
69,3
70,17
71,10
72,6
73,10
74,19
75,3
76,4
77,0
78,18
79,12
80,9
81,9
82,12
83,10
84,19
85,1
86,19
87,4
88,8
89,8
90,15
91,6
92,11
93,18
94,15
95,1
96,15
97,12
98,1
99,2
100,5
101,15
102,4
103,18
104,8
105,11
106,4
107,14
108,4
109,11
110,11
111,8
112,11
113,11
114,4
115,18
116,8
117,14
118,12
119,14
120,10
121,0
122,15
123,17
124,12
125,4
126,5
127,16
128,19
129,0
130,7
131,0
132,0
133,11
134,1
135,11
136,17
137,13
138,12
139,6
140,8
141,11
142,18
143,4
144,8
145,8
146,4
147,19
148,10
149,17
150,12
151,6
152,0
153,15
154,15
155,5
156,8
157,4
158,15
159,15
160,11
161,6
162,16
163,17
164,14
165,15
166,18
167,13
168,13
169,7
170,10
171,15
172,0
173,7
174,6
175,11
176,13
177,4
178,14
179,18
180,11
181,1
182,18
183,5
184,13
185,1
186,7
187,4
188,17
189,14
190,13
191,13
192,0
193,17
194,16
195,18
196,5
197,19
198,9
199,15
200,3
201,11
202,12
203,1
204,1
205,17
206,11
207,18
208,18
209,5
210,15
211,18
212,1
213,0
214,16
215,4
216,8
217,1
218,15
219,5
220,6
221,11
222,19
223,15
224,6
225,14
226,11
227,1
228,6
229,4
230,19
231,17
232,11
233,18
234,2
235,8
236,0
237,16
238,17
239,1
240,1
241,11
242,8
243,4
244,18
245,7
246,6
247,18
248,4
249,15
250,9
251,17
252,15
253,14
254,11
255,15
256,12
257,12
258,9
259,9
260,18
261,0
262,19
263,18
264,17
265,10
266,18
267,15
268,10
269,2
270,0
271,7
272,17
273,2
274,9
275,7
276,4
277,10
278,17
279,18
280,19
281,6
282,8
283,11
284,0
285,12
286,18
287,18
