0,6
1,4
2,8
3,4
4,2
5,1
6,4
7,3
8,3
9,4
10,2
11,0
12,2
13,2
14,1
15,9
16,3
17,2
18,6
19,6
20,8
21,2
22,2
23,7
24,3
25,6
26,0
27,3
28,6
29,1
30,0
31,1
32,3
33,0
34,3
35,6
36,3
37,3
38,6
39,4
40,3
41,1
42,9
43,1
44,1
45,6
46,3
47,3
48,3
49,4
50,1
51,1
52,1
53,1
54,7
55,1
56,4
57,7
58,1
59,9
60,0
61,8
62,4
63,0
64,3
65,6
66,0
67,2
68,6
69,2
70,2
71,7
72,4
73,2
74,1
75,5
76,3
77,0
78,2
79,6
80,1
81,9
82,3
83,5
84,1
85,2
86,1
87,6
88,8
89,6
90,4
91,1
92,6
93,6
94,4
95,9
96,4
97,1
98,4
99,2
100,7
101,4
102,3
103,4
104,3
105,8
106,4
107,6
108,3
109,4
110,4
111,7
112,2
113,1
114,0
115,3
116,8
117,6
118,3
119,9
120,4
121,6
122,4
123,6
124,3
125,4
126,0
127,8
128,2
129,2
130,2
131,9
132,7
133,4
134,3
135,4
136,6
137,0
138,3
139,4
140,7
141,6
142,7
143,5
144,1
145,8
146,4
147,6
148,3
149,2
150,3
151,7
152,7
153,4
154,4
155,3
156,0
157,2
158,4
159,4
160,9
161,4
162,9
163,3
164,6
165,4
166,6
167,6
168,0
169,9
170,4
171,4
172,0
173,2
174,3
175,1
176,6
177,8
178,8
179,6
180,5
181,0
182,4
183,3
184,1
185,0
186,7
187,4
188,4
189,1
190,6
191,6
192,0
193,4
194,7
195,6
196,7
197,1
198,9
199,4
200,3
201,2
202,6
203,0
204,6
205,2
206,1
207,3
208,3
209,0
210,6
211,6
212,1
213,4
214,6
215,4
216,8
217,3
218,4
219,7
220,2
221,0
222,6
223,4
224,8
225,3
226,7
227,0
228,4
229,8
230,1
231,4
232,8
233,7
234,2
235,8
236,9
237,4
238,3
239,0
240,0
241,6
242,0
243,1
244,2
245,4
246,7
247,2
248,2
249,4
250,6
251,3
252,4
253,7
254,4
255,6
256,3
257,3
258,9
259,2
260,1
261,2
262,6
263,6
264,4
265,1
266,1
267,4
268,7
269,2
270,4
271,3
272,1
273,2
274,3
275,2
276,2
277,9
278,2
279,6
280,6
281,6
282,2
283,4
284,2
285,3
286,1
287,6
288,3
289,4
290,4
291,2
292,6
293,6
294,6
295,2
296,1
297,4
298,0
299,2
300,0
301,8
302,0
303,3
304,2
305,6
306,4
307,5
308,4
309,6
310,3
311,3
312,3
313,3
314,5
315,4
316,6
317,3
318,4
319,8
320,8
321,8
322,8
323,8
324,8
325,8
326,8
327,8
328,8
329,8
330,8
331,8
332,8
333,8
334,8
335,8
336,8
337,8
338,8
339,8
340,8
341,8
342,8
343,8
344,8
345,8
346,8
347,8
348,8
349,8
350,8
351,8
352,8
353,8
354,8
355,8
356,8
357,8
358,0
359,4
360,7
361,3
362,3
363,3
364,9
365,1
366,3
367,8
368,7
369,6
370,3
371,2
372,3
373,4
374,8
375,4
376,4
377,2
378,3
379,6
380,7
381,3
382,5
383,1
384,7
385,4
386,7
387,1
388,3
389,2
390,3
391,5
392,4
393,6
394,1
395,3
396,4
397,3
398,1
399,4
400,7
401,6
402,3
403,7
404,0
405,4
406,7
407,3
408,8
409,6
410,1
411,4
412,3
413,4
414,4
415,5
416,7
417,3
418,3
419,6
420,4
421,4
422,4
423,3
424,4
425,3
426,4
427,6
428,5
429,1
430,1
431,4
432,2
433,3
434,4
435,3
436,4
437,0
438,7
439,3
440,3
441,1
442,4
443,6
444,3
445,2
446,4
